web_scraper_order,web_scraper_start_url,detail produk,detail produk-href,nama produk,harga,rating,jumlah terjual,lokasi penjual,nama toko
1777987435-1161,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20lenovo,"22%LENOVO IDEAPAD V14-IIL Intel Core i3-1005g1 Ram 8gb 512gb SSD 14""Rp4.251.000Rp5.450.0005.0100+ terjualJuragan Digital InternasionalJakarta Utara",https://www.tokopedia.com/juragan-digital/lenovo-ideapad-v14-iil-intel-core-i3-1005g1-ram-8gb-512gb-ssd-14-1732468699321697389?extParam=ivf%3Dfalse%26keyword%3Dlaptop+lenovo%26search_id%3D202605051313246FAA8040DA20EF27AZ4K%26src%3Dsearch,"LENOVO IDEAPAD V14-IIL Intel Core i3-1005g1 Ram 8gb 512gb SSD 14"" - (PROMO) 4GB/128GB SSD",Rp4.251.000,5.0,Terjual 100+,Kota Administrasi Jakarta Utara,Juragan Digital Internasional
1777987440-1162,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20lenovo,22%LENOVO IDEAPAD SLIM 5 14 OLED ULTRA 5 225H 24GB 512GB W11+OHS+M365B 14.0WUXGA BLITRp15.699.000Rp19.999.000Hemat s.d  1% Pakai Bonus5.021 terjualLenovo Legion OfficialJakarta Pusat,https://www.tokopedia.com/lenovolegion/lenovo-ideapad-slim-5-14-oled-ultra-5-225h-24gb-512gb-w11-ohs-m365b-14-0wuxga-blit-1732415976545289932?extParam=ivf%3Dfalse%26keyword%3Dlaptop+lenovo%26search_id%3D202605051313246FAA8040DA20EF27AZ4K%26src%3Dsearch,"LENOVO IDEAPAD SLIM 5 14 OLED ULTRA 5 225H 24GB 512GB W11+OHS+M365B 14.0WUXGA BLIT - LAPTOP, 16GB",Rp15.699.000,5.0,Terjual 21,Kota Administrasi Jakarta Pusat,Lenovo Legion Official
1777987445-1163,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20lenovo,Lenovo IdeaPad Slim 1 7XID [Intel Celeron N4500/8GB/512GB SSD/Win11+OHS]Rp6.775.000Hemat s.d  1% Pakai BonusINTIKOM STORESMedan,https://www.tokopedia.com/intikomstore/lenovo-ideapad-slim-1-7xid-intel-celeron-n-8gb-256gb-ssd-win11-ohs-1734871713082803607-1734871753994372503?extParam=ivf%3Dfalse%26keyword%3Dlaptop+lenovo%26search_id%3D202605051313246FAA8040DA20EF27AZ4K%26src%3Dsearch,Lenovo IdeaPad Slim 1 7XID [Intel Celeron N4500/8GB/512GB SSD/Win11+OHS] - NO BUNDLING,Rp6.775.000,,,Kota Medan,INTIKOM STORES
1777987450-1164,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20lenovo,11%Lenovo Ideapad Slim 3i i3-1315U 512GB SSD 8GB Win11+OHSRp8.449.000Rp9.499.000Hemat s.d  1% Pakai Bonus5.070+ terjuallenovo authorized tangerangTangerang,https://www.tokopedia.com/lenovo-tangerang/lenovo-ideapad-slim-3i-i3-1315u-512gb-ssd-8gb-win11-ohs-1731416963606284286?extParam=ivf%3Dfalse%26keyword%3Dlaptop+lenovo%26search_id%3D202605051313246FAA8040DA20EF27AZ4K%26src%3Dsearch,"Lenovo Ideapad Slim 3i i3-1315U 512GB SSD 8GB Win11+OHS - ARCTIC GREY, TANPA_ANTIGORES",Rp8.449.000,5.0,Terjual 70+,Kota Tangerang,lenovo authorized tangerang
1777987455-1165,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20lenovo,26%LENOVO IDEAPAD SLIM 3 14 I3 1315 8GB 512GB W11 FREE OHS+M365B 14.0FHDRp7.599.000Rp10.299.000Hemat s.d  1% Pakai Bonus4.9250+ terjualGAMER.IDJakarta Utara,https://www.tokopedia.com/gameridos/lenovo-ideapad-slim-3-14-i3-1315-8gb-512gb-w11-free-ohs-m365b-14-0fhd-1733033104754443873?extParam=ivf%3Dfalse%26keyword%3Dlaptop+lenovo%26search_id%3D202605051313246FAA8040DA20EF27AZ4K%26src%3Dsearch%26whid%3D10721961,"LENOVO IDEAPAD SLIM 3 14 I3 1315 8GB 512GB W11 FREE OHS+M365B 14.0FHD - Blue 8GB/256GB, Non Bundle",Rp7.599.000,4.9,Terjual 250+,Kota Administrasi Jakarta Utara,GAMER.ID
1777987460-1166,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20lenovo,24%LENOVO LOQ 15IRX9 i5 13450HX RTX3050 6GB/ 16GB 512GB W11+OHS+M365B 15.6FHD 144HZ 100SRGB 4ZRGBRp17.399.000Rp22.999.000Hemat s.d  1% Pakai Bonus4.9500+ terjualLenovo Legion OfficialJakarta Pusat,https://www.tokopedia.com/lenovolegion/lenovo-loq-15irx9-i5-13450hx-rtx3050-6gb-16gb-512gb-w11-ohs-m365b-15-6fhd-144hz-100srgb-4zrgb-1733853604428875468?extParam=ivf%3Dfalse%26keyword%3Dlaptop+lenovo%26search_id%3D202605051313246FAA8040DA20EF27AZ4K%26src%3Dsearch,"LENOVO LOQ 15IRX9 i5 13450HX RTX3050 6GB/ 16GB 512GB W11+OHS+M365B 15.6FHD 144HZ 100SRGB 4ZRGB - LAPTOP, 16GB-512GB",Rp17.399.000,4.9,Terjual 500+,Kota Administrasi Jakarta Pusat,Lenovo Legion Official
1777987465-1167,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20lenovo,"LAPTOP Lenovo V15 G3 i3-1215U 8GB 512GB 15,6""FHD W11H + OHS21Rp6.199.000Hemat s.d  1% Pakai Bonus5.07 terjualBLUECHIP COMPUTERJakarta Pusat",https://www.tokopedia.com/bluechip-computer/laptop-lenovo-v15-g3-i3-1215u-8gb-512gb-15-6-fhd-w11h-ohs21-8gb-512gb-a9902?extParam=ivf%3Dfalse%26keyword%3Dlaptop+lenovo%26search_id%3D202605051313246FAA8040DA20EF27AZ4K%26src%3Dsearch,"LAPTOP Lenovo V15 G3 i3-1215U 8GB 512GB 15,6""FHD W11H + OHS21 - 8GB 512GB",Rp6.199.000,5.0,Terjual 7,Kota Administrasi Jakarta Pusat,BLUECHIP COMPUTER
1777987470-1168,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20lenovo,"36%LENOVO IDEAPAD 330 intel core i5 8GB Ram 512GB SSD 14"" Windows OHSRp4.518.400Rp7.060.0005.0100+ terjualJuragan Digital InternasionalJakarta Utara",https://www.tokopedia.com/juragan-digital/lenovo-ideapad-330-intel-core-i5-8gb-ram-512gb-ssd-14-windows-ohs-1732468899763422317?extParam=ivf%3Dfalse%26keyword%3Dlaptop+lenovo%26search_id%3D202605051313246FAA8040DA20EF27AZ4K%26src%3Dsearch,"LENOVO IDEAPAD 330 intel core i5 8GB Ram 512GB SSD 14"" Windows OHS - ONYX BLACK, (PROMO) 4GB/1TB HDD",Rp4.518.400,5.0,Terjual 100+,Kota Administrasi Jakarta Utara,Juragan Digital Internasional
1777987475-1169,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20lenovo,Laptop Lenovo Thinkpad T470S Core i7 Gen 6 - 8GB/256GB free mouse/tasRp2.400.0004.7100+ terjualSTAR JAYA ELECTRONICJakarta Barat,https://www.tokopedia.com/starjayaelectronic/laptop-lenovo-thinkpad-t470s-core-i7-gen-6-8gb-256gb-free-mouse-tas-1733591774848649131?extParam=ivf%3Dfalse%26keyword%3Dlaptop+lenovo%26search_id%3D202605051313246FAA8040DA20EF27AZ4K%26src%3Dsearch,"Laptop Lenovo Thinkpad T470S Core i7 Gen 6 - 8GB/256GB free mouse/tas - T460 i5-6, 8GB/128GB",Rp2.400.000,4.7,Terjual 100+,Kota Administrasi Jakarta Barat,STAR JAYA ELECTRONIC
1777987480-1170,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20lenovo,14%Lenovo IdeaPad Slim 3i 15 Inch Core i3-1315u 8GB 512SSD Windows 11 Office FHD Wifi 6 15IRU8 -KXIDRp8.449.000Rp9.799.000Hemat s.d  1% Pakai Bonus5.0100+ terjualThinkpad Official StoreJakarta Utara,https://www.tokopedia.com/thinkpadofficial/lenovo-ideapad-slim-3i-15-inch-core-i3-1315u-8gb-512ssd-windows-11-office-fhd-wifi-6-15iru8-kxid-1734496942527907210?extParam=ivf%3Dfalse%26keyword%3Dlaptop+lenovo%26search_id%3D202605051313246FAA8040DA20EF27AZ4K%26src%3Dsearch,Lenovo IdeaPad Slim 3i 15 Inch Core i3-1315u 8GB 512SSD Windows 11 Office FHD Wifi 6 15IRU8 -KXID - Normal Bundling,Rp8.449.000,5.0,Terjual 100+,Kota Administrasi Jakarta Utara,Thinkpad Official Store
1777987485-1171,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20lenovo,LENOVO IDEAPAD SLIM 3 [AMD 3020E] 8GB RAM | 512GB SSD | 14 INCHRp2.799.0005.060+ terjualSPACECOMP IDJakarta Barat,https://www.tokopedia.com/spacecompid/lenovo-ideapad-slim-3-amd-3020e-8gb-ram-512gb-ssd-14-inch-1731499457142162629?extParam=ivf%3Dfalse%26keyword%3Dlaptop+lenovo%26search_id%3D202605051313246FAA8040DA20EF27AZ4K%26src%3Dsearch,"LENOVO IDEAPAD SLIM 3 [AMD 3020E] 8GB RAM | 512GB SSD | 14 INCH - AMD 3020e, 4GB/256GB SSD",Rp2.799.000,5.0,Terjual 60+,Kota Administrasi Jakarta Barat,SPACECOMP ID
1777987490-1172,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20lenovo,31%LENOVO V15 G5 IRL i5 13420H 8GB 512GB W11+OHS 15.6FHD IPSRp10.299.000Rp14.999.000Hemat s.d  1% Pakai Bonus5.019 terjualLenovo Legion OfficialJakarta Pusat,https://www.tokopedia.com/lenovolegion/lenovo-v15-g5-irl-i5-13420h-8gb-512gb-w11-ohs-15-6fhd-ips-1732408432029107916?extParam=ivf%3Dfalse%26keyword%3Dlaptop+lenovo%26search_id%3D202605051313246FAA8040DA20EF27AZ4K%26src%3Dsearch,LENOVO V15 G5 IRL i5 13420H 8GB 512GB W11+OHS 15.6FHD IPS - LAPTOP,Rp10.299.000,5.0,Terjual 19,Kota Administrasi Jakarta Pusat,Lenovo Legion Official
1777987495-1173,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20lenovo,18%Lenovo Ideapad Slim 3i i5-13420H 512GB SSD 8GB WUXGA IPS Win11+OHSRp9.849.000Rp11.999.000Hemat s.d  1% Pakai Bonus5.021 terjuallenovo authorized tangerangTangerang,https://www.tokopedia.com/lenovo-tangerang/lenovo-ideapad-slim-3i-i5-13420h-512gb-ssd-8gb-wuxga-ips-win11-ohs-1731497019263322110?extParam=ivf%3Dfalse%26keyword%3Dlaptop+lenovo%26search_id%3D202605051313246FAA8040DA20EF27AZ4K%26src%3Dsearch,"Lenovo Ideapad Slim 3i i5-13420H 512GB SSD 8GB WUXGA IPS Win11+OHS - LUNA GREY, TANPA_ANTIGORES",Rp9.849.000,5.0,Terjual 21,Kota Tangerang,lenovo authorized tangerang
1777987500-1174,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20lenovo,LENOVO IDEAPAD SLIM 3 [CELERON N4020] 4GB RAM | 512GB SSD | 14INCHRp2.799.0005.070+ terjualSPACECOMP IDJakarta Barat,https://www.tokopedia.com/spacecompid/lenovo-ideapad-slim-3-celeron-n4020-4gb-ram-512gb-ssd-14inch-1735259898062472389?extParam=ivf%3Dfalse%26keyword%3Dlaptop+lenovo%26search_id%3D202605051313246FAA8040DA20EF27AZ4K%26src%3Dsearch,"LENOVO IDEAPAD SLIM 3 [CELERON N4020] 4GB RAM | 512GB SSD | 14INCH - 4GB/256GB SSD, INTEL CELERON N4020",Rp2.799.000,5.0,Terjual 70+,Kota Administrasi Jakarta Barat,SPACECOMP ID
1777987505-1175,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20lenovo,"25%LENOVO Yoga Slim 7i Aura Edition 14ILL10 OLED ULTRA 5 226V 16GB 512GB SSD 14"" WUXGA OLED W11H OH24+M365 83JX00AWIDRp17.205.000Rp22.999.000Hemat s.d  1% Pakai Bonus4.850+ terjualLenovo Store by DGIJakarta Pusat",https://www.tokopedia.com/lenovo-store-by-dgi/lenovo-yoga-slim-7i-aura-edition-14ill10-oled-ultra-5-226v-16gb-512gb-ssd-14-wuxga-oled-w11h-oh24-m365-83jx00awid-1732977614543554174-1735269813934458494?extParam=ivf%3Dfalse%26keyword%3Dlaptop+lenovo%26search_id%3D202605051313246FAA8040DA20EF27AZ4K%26src%3Dsearch,"LENOVO Yoga Slim 7i Aura Edition 14ILL10 OLED ULTRA 5 226V 16GB 512GB SSD 14"" WUXGA OLED W11H OH24+M365 83JX00AWID - 83JX00AWID",Rp17.205.000,4.8,Terjual 50+,Kota Administrasi Jakarta Pusat,Lenovo Store by DGI
1777987510-1176,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20lenovo,Lenovo Legion 9i RTX 5090 440Hz Core Ultra 9 275HX 64GB RAM 2TB SSD Windows 11 Office 18IAX10 49IDRp114.899.000Rp119.899.000Hemat s.d  1% Pakai Bonus5.0100+ terjualThinkpad Official StoreJakarta Utara,https://www.tokopedia.com/thinkpadofficial/bubble-wrap-untuk-keamanan-extra-1734914486762505610-1735242793108997514?extParam=ivf%3Dfalse%26keyword%3Dlaptop+lenovo%26search_id%3D202605051313246FAA8040DA20EF27AZ4K%26src%3Dsearch,Lenovo Legion 9i RTX 5090 440Hz Core Ultra 9 275HX 64GB RAM 2TB SSD Windows 11 Office 18IAX10 49ID - Non Bundling,Rp114.899.000,5.0,Terjual 100+,Kota Administrasi Jakarta Utara,Thinkpad Official Store
1777987515-1177,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20lenovo,"Lenovo Ideapad Slim 1 Intel i5 1335 24GB 1TB Ssd 15.6"" FullHD Windows11 Ips Iris GraphicsRp8.199.000Hemat s.d  1% Pakai Bonus5.030+ terjualLaptop Grosir IDJakarta Selatan",https://www.tokopedia.com/laptopgrosirid/lenovo-ideapad-slim-1-intel-i5-1335-24gb-1tb-ssd-15-6-fullhd-windows11-ips-iris-graphics-1734268230570181961?extParam=ivf%3Dfalse%26keyword%3Dlaptop+lenovo%26search_id%3D202605051313246FAA8040DA20EF27AZ4K%26src%3Dsearch,"Lenovo Ideapad Slim 1 Intel i5 1335 24GB 1TB Ssd 15.6"" FullHD Windows11 Ips Iris Graphics - 8GB/256GB, Unit Only",Rp8.199.000,5.0,Terjual 30+,Kota Administrasi Jakarta Selatan,Laptop Grosir ID
1777987521-1178,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20lenovo,34%Lenovo Ideapad Slim 3i i3-1315U 256GB SSD 8GB Win11+OHSRp7.899.000Rp11.999.000Hemat s.d  1% Pakai Bonus5.0100+ terjualLenovo Indonesia Official_NEWJakarta Barat,https://www.tokopedia.com/lenovo-indonesia-official/lenovo-ideapad-slim-3i-i3-1315u-256gb-ssd-8gb-win11-ohs-1732262723877897738?extParam=ivf%3Dfalse%26keyword%3Dlaptop+lenovo%26search_id%3D202605051313246FAA8040DA20EF27AZ4K%26src%3Dsearch,"Lenovo Ideapad Slim 3i i3-1315U 256GB SSD 8GB Win11+OHS - ABYSS BLUE, TANPA_ANTIGORES",Rp7.899.000,5.0,Terjual 100+,Kota Administrasi Jakarta Barat,Lenovo Indonesia Official_NEW
1777987526-1179,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20lenovo,14%Lenovo IdeaPad Slim 3 14IRH10 Core i7-13620H 16GB 512GB W11 OHSRp14.699.000Rp16.999.000Hemat s.d  1% Pakai Bonus5.0250+ terjualLenovo OfficialJakarta Pusat,https://www.tokopedia.com/lenovo-official/lenovo-ideapad-slim-3-14irh10-core-i7-13620h-16gb-512gb-w11-ohs-1731412961580778656?extParam=ivf%3Dtrue%26keyword%3Dlaptop+lenovo%26search_id%3D202605051313246FAA8040DA20EF27AZ4K%26src%3Dsearch,Lenovo IdeaPad Slim 3 14IRH10 Core i7-13620H 16GB 512GB W11 OHS - Cosmic Blue,Rp14.699.000,5.0,Terjual 250+,Kota Administrasi Jakarta Pusat,Lenovo Official
1777987531-1180,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20lenovo,Lenovo V14 Ryzen 3 7320U 256GB/512GB SSD 8GB Win11+OHSRp8.199.000Rp8.999.000Hemat s.d  1% Pakai Bonus4.9100+ terjualLenovo Indonesia Official_NEWJakarta Barat,https://www.tokopedia.com/lenovo-indonesia-official/lenovo-v14-ryzen-3-7320u-256gb-512gb-ssd-8gb-win11-ohs-1732738301241034250?extParam=ivf%3Dtrue%26keyword%3Dlaptop+lenovo%26search_id%3D202605051313246FAA8040DA20EF27AZ4K%26src%3Dsearch,"Lenovo V14 Ryzen 3 7320U 256GB/512GB SSD 8GB Win11+OHS - TANPA_ANTIGORES, 512GB",Rp8.199.000,4.9,Terjual 100+,Kota Administrasi Jakarta Barat,Lenovo Indonesia Official_NEW
1777987536-1181,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20lenovo,"LAPTOP LENOVO V14 G5 - I3 1315U 8GB 256GB SSD/512GB SSD 14"" WIN11 PRO + OHSRp7.899.000Hemat s.d  1% Pakai Bonus4.9100+ terjualHOSANA COMPUTERJakarta Pusat",https://www.tokopedia.com/hosanacomp/laptop-lenovo-v14-g2-i3-11154-8gb-256gb-ssd-512gb-ssd-14-win10-pro-1734961887555716140?extParam=ivf%3Dfalse%26keyword%3Dlaptop+lenovo%26search_id%3D202605051313246FAA8040DA20EF27AZ4K%26src%3Dsearch,"LAPTOP LENOVO V14 G5 - I3 1315U 8GB 256GB SSD/512GB SSD 14"" WIN11 PRO + OHS - 8GB 256GB SSD, WIN11 HOME",Rp7.899.000,4.9,Terjual 100+,Kota Administrasi Jakarta Pusat,HOSANA COMPUTER
1777987541-1182,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20lenovo,LENOVO V14 G4 AMD ATHLON SILVER 7120U 8GB 512GB RADEON 610M 14.0 FHDRp6.999.000Hemat s.d  1% Pakai Bonus5.040+ terjualaura technologyJakarta Pusat,https://www.tokopedia.com/auratechnology/lenovo-v14-g4-amd-athlon-silver-7120u-8gb-512gb-radeon-610m-14-0-fhd-8gb-ssd-256gb-3a6ee?extParam=ivf%3Dfalse%26keyword%3Dlaptop+lenovo%26search_id%3D202605051313246FAA8040DA20EF27AZ4K%26src%3Dsearch,LENOVO V14 G4 AMD ATHLON SILVER 7120U 8GB 512GB RADEON 610M 14.0 FHD - 8GB/SSD 256GB,Rp6.999.000,5.0,Terjual 40+,Kota Administrasi Jakarta Pusat,aura technology
1777987546-1183,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20lenovo,43%LENOVO V14 G3 i7-1255U 16GB 512GB W11+OHS 14.0FHD GRY -K3IDRp11.499.000Rp19.999.000Hemat s.d  1% Pakai Bonus5.040+ terjualDeca ComputerJakarta Utara,https://www.tokopedia.com/decacom/lenovo-ideapad-slim-1-14-athlon-silver-7120u-8gb-256-512gb-w11-ohs-14-0-1729813750700279775-1735244617866446815?extParam=ivf%3Dfalse%26keyword%3Dlaptop+lenovo%26search_id%3D202605051313246FAA8040DA20EF27AZ4K%26src%3Dsearch,"LENOVO V14 G3 i7-1255U 16GB 512GB W11+OHS 14.0FHD GRY -K3ID - LAPTOP, 16GB 512GB",Rp11.499.000,5.0,Terjual 40+,Kota Administrasi Jakarta Utara,Deca Computer
1777987551-1184,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20lenovo,Lenovo V14 G4 ABP Ryzen 5 7430U 16GB 512GB Full HD IPS Windows 11+OHS Laptop Grey Garansi Resmi 2 TahunRp8.599.000Rp9.299.000Hemat s.d  1% Pakai Bonus5.0100+ terjualLenovo Authorized BogorKab. Bogor,https://www.tokopedia.com/lenovoauthorizedbogor/lenovo-v14-g4-abp-ryzen-5-7430u-16gb-512gb-full-hd-ips-windows-11-ohs-laptop-grey-garansi-resmi-2-tahun-1729970859171349512?extParam=ivf%3Dtrue%26keyword%3Dlaptop+lenovo%26search_id%3D202605051313246FAA8040DA20EF27AZ4K%26src%3Dsearch,"Lenovo V14 G4 ABP Ryzen 5 7430U 16GB 512GB Full HD IPS Windows 11+OHS Laptop Grey Garansi Resmi 2 Tahun - RAM 8GB, Laptop",Rp8.599.000,5.0,Terjual 100+,Kab. Bogor,Lenovo Authorized Bogor
1777987556-1185,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20lenovo,!!!TERLARIS!!! LAPTOP LENOVO IDEAPAD CORE i3 ( 8GB/512GB SSD-8GB/1TB)Rp2.800.0004.5250+ terjualRedStar ElectronicJakarta Barat,https://www.tokopedia.com/redstarelectronic/terlaris-laptop-lenovo-ideapad-core-i3-8gb-512gb-ssd-8gb-1tb-4gb-500gb?extParam=ivf%3Dfalse%26keyword%3Dlaptop+lenovo%26search_id%3D202605051313246FAA8040DA20EF27AZ4K%26src%3Dsearch,!!!TERLARIS!!! LAPTOP LENOVO IDEAPAD CORE i3 ( 8GB/512GB SSD-8GB/1TB) - 4GB/500GB,Rp2.800.000,4.5,Terjual 250+,Kota Administrasi Jakarta Barat,RedStar Electronic
1777987561-1186,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20lenovo,"12%Lenovo IdeaPad Slim 5 14IAH10 Ultra 5 225H 16GB 512GB SSD W11 OH2024 14"" WUXGA OLEDRp16.299.000Rp18.599.000Hemat s.d  1% Pakai Bonus5.070+ terjualLenovo OfficialJakarta Pusat",https://www.tokopedia.com/lenovo-official/lenovo-ideapad-slim-5-14iah10-ultra-5-225h-16gb-512gb-ssd-w11-oh2024-14-wuxga-oled-1733019990534096032?extParam=ivf%3Dfalse%26keyword%3Dlaptop+lenovo%26search_id%3D202605051313246FAA8040DA20EF27AZ4K%26src%3Dsearch,"Lenovo IdeaPad Slim 5 14IAH10 Ultra 5 225H 16GB 512GB SSD W11 OH2024 14"" WUXGA OLED - Luna Grey",Rp16.299.000,5.0,Terjual 70+,Kota Administrasi Jakarta Pusat,Lenovo Official
1777987566-1187,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20lenovo,Laptop Lenovo LOQ 15 Intel Core i7 13650HX 32GB DDR5 1TB SSD RTX4050-6GB FHD IPS 100%sRGB Win 11 + OHSRp10.000.0005.06 terjualJayn StarkKab. Bandung,https://www.tokopedia.com/jayn-stark/laptop-lenovo-loq-15-intel-core-i7-13650hx-32gb-ddr5-1tb-ssd-rtx4050-6gb-fhd-ips-100-srgb-win-11-ohs-1734445964071240802?extParam=ivf%3Dfalse%26keyword%3Dlaptop+lenovo%26search_id%3D202605051313246FAA8040DA20EF27AZ4K%26src%3Dsearch,Laptop Lenovo LOQ 15 Intel Core i7 13650HX 32GB DDR5 1TB SSD RTX4050-6GB FHD IPS 100%sRGB Win 11 + OHS,Rp10.000.000,5.0,Terjual 6,Kab. Bandung,Jayn Stark
1777987571-1188,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20lenovo,"23%Lenovo V15 G5 IRL Core i3-1315U 8GB 512GB SSD Intel UHD Graphics 15.6"" FHD 2Y W11+OH2024Rp8.599.000Rp11.099.000Hemat s.d  1% Pakai Bonus5.0100+ terjualLenovo OfficialJakarta Pusat",https://www.tokopedia.com/lenovo-official/lenovo-v15-g5-irl-core-i3-1315u-8gb-512gb-ssd-intel-uhd-graphics-15-6-fhd-2y-w11-oh2024-1732292621684671648?extParam=ivf%3Dfalse%26keyword%3Dlaptop+lenovo%26search_id%3D202605051313246FAA8040DA20EF27AZ4K%26src%3Dsearch,"Lenovo V15 G5 IRL Core i3-1315U 8GB 512GB SSD Intel UHD Graphics 15.6"" FHD 2Y W11+OH2024 - 8GB",Rp8.599.000,5.0,Terjual 100+,Kota Administrasi Jakarta Pusat,Lenovo Official
1777987576-1189,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20lenovo,"16%Lenovo Ideapad Slim 3 14IRH10 i7 13620H 16GB 512GB W11+OHS 14"" WUXGA IPS BacklitRp13.399.000Rp15.999.000Hemat s.d  1% Pakai Bonus5.024 terjualLenovo Legion OfficialJakarta Pusat",https://www.tokopedia.com/lenovolegion/lenovo-ideapad-slim-3-14irh10-i7-13620h-16gb-512gb-w11-ohs-14-wuxga-ips-backlit-1730916072286095052?extParam=ivf%3Dfalse%26keyword%3Dlaptop+lenovo%26search_id%3D202605051313246FAA8040DA20EF27AZ4K%26src%3Dsearch,"Lenovo Ideapad Slim 3 14IRH10 i7 13620H 16GB 512GB W11+OHS 14"" WUXGA IPS Backlit - LAPTOP",Rp13.399.000,5.0,Terjual 26,Kota Administrasi Jakarta Pusat,Lenovo Legion Official
1777987581-1190,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=laptop%20lenovo,15%Lenovo ThinkPad E14 Gen 7 Core Ultra 5 226V 16GB 512SSD Windows 11 Pro 14 Inch IPS WUXGA 00ID IntelRp21.999.000Rp25.799.000Hemat s.d  1% Pakai Bonus5.0100+ terjualThinkpad Official StoreJakarta Utara,https://www.tokopedia.com/thinkpadofficial/bubble-wrap-untuk-keamanan-extra-1733833505346979210-1734807442339235210?extParam=ivf%3Dfalse%26keyword%3Dlaptop+lenovo%26search_id%3D202605051313246FAA8040DA20EF27AZ4K%26src%3Dsearch,Lenovo ThinkPad E14 Gen 7 Core Ultra 5 226V 16GB 512SSD Windows 11 Pro 14 Inch IPS WUXGA 00ID Intel - Normal Bundling,Rp21.999.000,5.0,Terjual 100+,Kota Administrasi Jakarta Utara,Thinkpad Official Store
